Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
471,PHO,2023-10-28,126,,UTA,W 126-104,240,45,85,.529,35,48,.729,10,37,.270,26,28,.929,126,40,91,.440,28,54,.519,12,37,.324,12,14,.857,104
472,SAS,2023-10-27,126,,HOU,W 126-122 (OT),265,46,94,.489,33,52,.635,13,42,.310,21,28,.750,126,52,100,.520,44,68,.647,8,32,.250,10,20,.500,122
473,NYK,2023-10-27,126,@,ATL,W 126-120,240,43,90,.478,23,46,.500,20,44,.455,20,28,.714,126,42,87,.483,30,55,.545,12,32,.375,24,30,.800,120
474,DAL,2023-10-25,126,@,SAS,W 126-119,240,47,99,.475,32,52,.615,15,47,.319,17,23,.739,126,46,89,.517,35,54,.648,11,35,.314,16,22,.727,119
475,PHO,2024-04-14,125,@,MIN,W 125-106,240,47,86,.547,31,57,.544,16,29,.552,15,18,.833,125,36,70,.514,27,44,.614,9,26,.346,25,31,.806,106
476,OKC,2024-04-12,125,,MIL,W 125-107,240,47,89,.528,34,51,.667,13,38,.342,18,20,.900,125,42,85,.494,31,55,.564,11,30,.367,12,13,.923,107
477,PHI,2024-04-12,125,,ORL,W 125-113,240,42,88,.477,24,51,.471,18,37,.486,23,28,.821,125,43,95,.453,35,68,.515,8,27,.296,19,25,.760,113
478,MIA,2024-04-12,125,,TOR,W 125-103,240,45,86,.523,28,45,.622,17,41,.415,18,23,.783,125,37,77,.481,27,46,.587,10,31,.323,19,22,.864,103
479,LAL,2024-04-03,125,@,WAS,W 125-120,240,46,91,.505,38,63,.603,8,28,.286,25,29,.862,125,45,91,.495,27,49,.551,18,42,.429,12,13,.923,120
480,DAL,2024-03-31,125,@,HOU,W 125-107,240,48,93,.516,24,46,.522,24,47,.511,5,9,.556,125,39,92,.424,26,54,.481,13,38,.342,16,19,.842,107
481,BRK,2024-03-29,125,,CHI,W 125-108,240,43,91,.473,18,47,.383,25,44,.568,14,22,.636,125,38,75,.507,29,45,.644,9,30,.300,23,29,.793,108
482,CHI,2024-03-27,125,,IND,W 125-99,240,49,98,.500,37,71,.521,12,27,.444,15,18,.833,125,34,85,.400,21,43,.488,13,42,.310,18,23,.783,99
483,LAC,2024-03-22,125,@,POR,W 125-117,240,44,77,.571,30,44,.682,14,33,.424,23,27,.852,125,45,93,.484,33,60,.550,12,33,.364,15,25,.600,117
484,DEN,2024-03-11,125,,TOR,W 125-119,240,52,95,.547,42,66,.636,10,29,.345,11,18,.611,125,47,93,.505,36,63,.571,11,30,.367,14,17,.824,119
485,CHI,2024-03-07,125,@,GSW,W 125-122,240,46,87,.529,30,51,.588,16,36,.444,17,23,.739,125,44,97,.454,33,55,.600,11,42,.262,23,28,.821,122
486,GSW,2024-03-06,125,,MIL,W 125-90,240,51,91,.560,32,52,.615,19,39,.487,4,7,.571,125,34,89,.382,23,50,.460,11,39,.282,11,15,.733,90
487,TOR,2024-02-28,125,,DAL,L 125-136,240,46,98,.469,33,63,.524,13,35,.371,20,30,.667,125,52,96,.542,37,53,.698,15,43,.349,17,21,.810,136
488,TOR,2024-02-14,125,,IND,L 125-127,240,50,98,.510,44,72,.611,6,26,.231,19,26,.731,125,47,97,.485,30,56,.536,17,41,.415,16,23,.696,127
489,GSW,2024-02-14,125,,LAC,L 125-130,240,47,103,.456,29,56,.518,18,47,.383,13,18,.722,125,44,88,.500,31,50,.620,13,38,.342,29,37,.784,130
490,SAC,2024-02-13,125,@,PHO,L 125-130,240,49,95,.516,40,64,.625,9,31,.290,18,24,.750,125,44,85,.518,31,54,.574,13,31,.419,29,36,.806,130
491,LAL,2024-02-13,125,,DET,W 125-111,240,43,84,.512,29,49,.592,14,35,.400,25,30,.833,125,45,108,.417,37,80,.463,8,28,.286,13,17,.765,111
492,IND,2024-02-10,125,@,NYK,W 125-111,240,50,82,.610,36,53,.679,14,29,.483,11,19,.579,125,40,84,.476,30,52,.577,10,32,.313,21,23,.913,111
493,BOS,2024-02-07,125,,ATL,W 125-117,240,49,93,.527,32,44,.727,17,49,.347,10,11,.909,125,43,102,.422,30,61,.492,13,41,.317,18,20,.900,117
494,DET,2024-02-02,125,,LAC,L 125-136,240,45,89,.506,28,49,.571,17,40,.425,18,24,.750,125,53,89,.596,39,60,.650,14,29,.483,16,19,.842,136
495,LAC,2024-01-31,125,@,WAS,W 125-109,240,47,100,.470,35,70,.500,12,30,.400,19,22,.864,125,45,97,.464,36,68,.529,9,29,.310,10,15,.667,109
496,TOR,2024-01-28,125,@,ATL,L 125-126,240,41,89,.461,26,58,.448,15,31,.484,28,32,.875,125,44,95,.463,38,68,.559,6,27,.222,32,40,.800,126
497,NYK,2024-01-27,125,,MIA,W 125-109,240,45,87,.517,28,54,.519,17,33,.515,18,26,.692,125,41,88,.466,27,51,.529,14,37,.378,13,16,.813,109
498,MIN,2024-01-22,125,,CHO,L 125-128,240,44,84,.524,26,43,.605,18,41,.439,19,25,.760,125,50,88,.568,36,51,.706,14,37,.378,14,18,.778,128
499,LAC,2024-01-21,125,,BRK,W 125-114,240,42,83,.506,29,57,.509,13,26,.500,28,33,.848,125,44,90,.489,30,51,.588,14,39,.359,12,16,.750,114
500,CHI,2024-01-20,125,,MEM,W 125-96,240,47,91,.516,33,58,.569,14,33,.424,17,21,.810,125,32,75,.427,19,33,.576,13,42,.310,19,23,.826,96
501,DAL,2024-01-15,125,,NOP,W 125-120,240,39,85,.459,21,42,.500,18,43,.419,29,35,.829,125,41,81,.506,34,58,.586,7,23,.304,31,41,.756,120
502,LAL,2024-01-13,125,@,UTA,L 125-132,240,46,92,.500,33,63,.524,13,29,.448,20,24,.833,125,42,93,.452,30,56,.536,12,37,.324,36,39,.923,132
503,DEN,2024-01-12,125,,NOP,W 125-113,240,50,90,.556,36,57,.632,14,33,.424,11,15,.733,125,42,89,.472,29,56,.518,13,33,.394,16,22,.727,113
504,MIL,2024-01-04,125,@,SAS,W 125-121,240,49,92,.533,37,58,.638,12,34,.353,15,19,.789,125,46,95,.484,32,55,.582,14,40,.350,15,17,.882,121
505,MEM,2023-12-23,125,@,ATL,W 125-119,240,50,97,.515,39,64,.609,11,33,.333,14,22,.636,125,45,96,.469,32,53,.604,13,43,.302,16,20,.800,119
506,UTA,2023-12-18,125,,BRK,W 125-108,240,45,91,.495,31,57,.544,14,34,.412,21,24,.875,125,39,90,.433,23,51,.451,16,39,.410,14,20,.700,108
507,SAC,2023-12-16,125,,UTA,W 125-104,240,46,85,.541,24,40,.600,22,45,.489,11,15,.733,125,38,86,.442,26,49,.531,12,37,.324,16,21,.762,104
508,ATL,2023-12-15,125,@,TOR,W 125-104,240,52,101,.515,36,60,.600,16,41,.390,5,6,.833,125,40,77,.519,30,46,.652,10,31,.323,14,25,.560,104
509,LAL,2023-12-12,125,@,DAL,L 125-127,240,49,91,.538,34,62,.548,15,29,.517,12,18,.667,125,44,89,.494,23,46,.500,21,43,.488,18,21,.857,127
510,PHI,2023-12-08,125,,ATL,W 125-114,240,42,87,.483,31,57,.544,11,30,.367,30,37,.811,125,41,104,.394,28,65,.431,13,39,.333,19,21,.905,114
511,DAL,2023-12-08,125,@,POR,W 125-112,240,47,91,.516,35,52,.673,12,39,.308,19,22,.864,125,39,105,.371,21,52,.404,18,53,.340,16,18,.889,112
512,BOS,2023-12-01,125,,PHI,W 125-119,240,39,77,.506,23,44,.523,16,33,.485,31,36,.861,125,43,94,.457,27,59,.458,16,35,.457,17,23,.739,119
513,WAS,2023-12-01,125,@,ORL,L 125-130,240,45,89,.506,32,61,.525,13,28,.464,22,31,.710,125,46,89,.517,34,58,.586,12,31,.387,26,33,.788,130
514,DAL,2023-11-18,125,@,MIL,L 125-132,240,51,103,.495,35,56,.625,16,47,.340,7,10,.700,125,49,94,.521,32,49,.653,17,45,.378,17,20,.850,132
515,SAC,2023-11-15,125,@,LAL,W 125-110,240,48,96,.500,32,52,.615,16,44,.364,13,17,.765,125,42,83,.506,31,54,.574,11,29,.379,15,19,.789,110
516,BRK,2023-11-06,125,,MIL,L 125-129,240,49,101,.485,33,56,.589,16,45,.356,11,13,.846,125,46,96,.479,30,48,.625,16,48,.333,21,24,.875,129
517,CHO,2023-11-04,125,@,IND,W 125-124,240,47,88,.534,39,68,.574,8,20,.400,23,23,1.000,125,45,93,.484,23,48,.479,22,45,.489,12,16,.750,124
518,DEN,2023-11-03,125,,DAL,W 125-114,240,49,93,.527,36,63,.571,13,30,.433,14,19,.737,125,41,86,.477,24,44,.545,17,42,.405,15,17,.882,114
519,NOP,2023-11-02,125,,DET,W 125-116,240,39,80,.488,25,48,.521,14,32,.438,33,35,.943,125,41,94,.436,28,56,.500,13,38,.342,21,26,.808,116
520,LAC,2023-11-01,125,@,LAL,L 125-130 (OT),265,47,99,.475,33,65,.508,14,34,.412,17,27,.630,125,46,90,.511,35,58,.603,11,32,.344,27,36,.750,130
521,DAL,2023-10-30,125,@,MEM,W 125-110,240,42,84,.500,19,37,.514,23,47,.489,18,24,.750,125,42,92,.457,28,55,.509,14,37,.378,12,20,.600,110
522,IND,2023-10-28,125,@,CLE,W 125-113,240,48,98,.490,33,60,.550,15,38,.395,14,17,.824,125,43,99,.434,31,68,.456,12,31,.387,15,24,.625,113
523,DAL,2023-10-27,125,,BRK,W 125-120,240,44,91,.484,29,55,.527,15,36,.417,22,28,.786,125,45,92,.489,24,49,.490,21,43,.488,9,10,.900,120
524,LAL,2024-04-14,124,@,NOP,W 124-108,240,48,87,.552,37,58,.638,11,29,.379,17,18,.944,124,41,86,.477,26,49,.531,15,37,.405,11,14,.786,108
525,UTA,2024-04-11,124,,HOU,W 124-121,240,44,87,.506,30,48,.625,14,39,.359,22,27,.815,124,40,95,.421,19,48,.396,21,47,.447,20,22,.909,121
526,PHO,2024-04-10,124,@,LAC,W 124-108,240,46,95,.484,28,45,.622,18,50,.360,14,15,.933,124,44,95,.463,32,59,.542,12,36,.333,8,10,.800,108
527,BOS,2024-04-07,124,,POR,W 124-107,240,49,87,.563,33,49,.673,16,38,.421,10,13,.769,124,40,102,.392,26,64,.406,14,38,.368,13,13,1.000,107
528,CHO,2024-04-05,124,,ORL,W 124-115,240,43,72,.597,28,42,.667,15,30,.500,23,23,1.000,124,42,94,.447,33,56,.589,9,38,.237,22,26,.846,115
529,PHO,2024-04-01,124,@,NOP,W 124-111,240,43,87,.494,25,40,.625,18,47,.383,20,25,.800,124,42,89,.472,31,62,.500,11,27,.407,16,24,.667,111
530,MEM,2024-03-27,124,,LAL,L 124-136,240,46,97,.474,29,54,.537,17,43,.395,15,19,.789,124,45,81,.556,27,48,.563,18,33,.545,28,35,.800,136
531,MIL,2024-03-26,124,,LAL,L 124-128 (2OT),290,49,119,.412,34,68,.500,15,51,.294,11,17,.647,124,42,108,.389,28,64,.438,14,44,.318,30,32,.938,128
532,NYK,2024-03-25,124,,DET,W 124-99,240,45,89,.506,26,43,.605,19,46,.413,15,22,.682,124,34,88,.386,24,54,.444,10,34,.294,21,22,.955,99
533,BOS,2024-03-23,124,@,CHI,W 124-113,240,44,86,.512,23,38,.605,21,48,.438,15,17,.882,124,47,82,.573,38,58,.655,9,24,.375,10,11,.909,113
534,UTA,2024-03-15,124,,ATL,W 124-122,240,46,90,.511,32,54,.593,14,36,.389,18,20,.900,124,41,92,.446,21,53,.396,20,39,.513,20,27,.741,122
535,OKC,2024-03-10,124,,MEM,W 124-93,240,49,93,.527,28,46,.609,21,47,.447,5,5,1.000,124,32,78,.410,21,45,.467,11,33,.333,18,27,.667,93
536,MIL,2024-03-10,124,@,LAC,W 124-117,240,43,87,.494,26,49,.531,17,38,.447,21,27,.778,124,47,104,.452,33,57,.579,14,47,.298,9,10,.900,117
537,DET,2024-03-09,124,,DAL,L 124-142,240,45,99,.455,32,62,.516,13,37,.351,21,25,.840,124,51,92,.554,37,54,.685,14,38,.368,26,32,.813,142
538,DEN,2024-03-02,124,@,LAL,W 124-114,240,54,92,.587,43,66,.652,11,26,.423,5,7,.714,124,47,89,.528,35,60,.583,12,29,.414,8,11,.727,114
539,SAC,2024-03-01,124,@,MIN,W 124-120 (OT),265,50,100,.500,39,71,.549,11,29,.379,13,24,.542,124,42,85,.494,30,54,.556,12,31,.387,24,32,.750,120
540,BRK,2024-02-29,124,,ATL,W 124-97,240,46,90,.511,24,44,.545,22,46,.478,10,13,.769,124,37,86,.430,29,58,.500,8,28,.286,15,21,.714,97
541,ATL,2024-02-27,124,,UTA,W 124-97,240,46,93,.495,34,61,.557,12,32,.375,20,23,.870,124,35,94,.372,24,56,.429,11,38,.289,16,19,.842,97
542,UTA,2024-02-06,124,,OKC,W 124-117,240,46,89,.517,32,54,.593,14,35,.400,18,20,.900,124,43,90,.478,24,53,.453,19,37,.514,12,18,.667,117
543,LAL,2024-02-05,124,@,CHO,W 124-118,240,50,89,.562,42,55,.764,8,34,.235,16,19,.842,124,47,96,.490,34,64,.531,13,32,.406,11,14,.786,118
544,UTA,2024-02-01,124,,PHI,L 124-127,240,45,87,.517,33,51,.647,12,36,.333,22,25,.880,124,47,94,.500,33,62,.532,14,32,.438,19,21,.905,127
545,IND,2024-01-30,124,@,BOS,L 124-129,240,50,108,.463,38,69,.551,12,39,.308,12,15,.800,124,47,87,.540,30,51,.588,17,36,.472,18,22,.818,129
546,UTA,2024-01-23,124,@,NOP,L 124-153,240,43,92,.467,31,56,.554,12,36,.333,26,32,.813,124,60,104,.577,37,58,.638,23,46,.500,10,15,.667,153
547,PHI,2024-01-19,124,@,ORL,W 124-109,240,42,87,.483,29,57,.509,13,30,.433,27,29,.931,124,37,78,.474,27,55,.491,10,23,.435,25,27,.926,109
548,CHO,2024-01-19,124,,SAS,W 124-120,240,47,84,.560,31,55,.564,16,29,.552,14,16,.875,124,47,84,.560,32,52,.615,15,32,.469,11,17,.647,120
549,MIN,2024-01-17,124,@,DET,W 124-117,240,47,93,.505,32,63,.508,15,30,.500,15,21,.714,124,46,89,.517,34,58,.586,12,31,.387,13,19,.684,117
550,PHI,2024-01-15,124,,HOU,W 124-115,240,40,83,.482,25,52,.481,15,31,.484,29,34,.853,124,44,88,.500,36,61,.590,8,27,.296,19,32,.594,115
551,NYK,2024-01-11,124,@,DAL,L 124-128,240,44,89,.494,30,47,.638,14,42,.333,22,28,.786,124,44,88,.500,27,47,.574,17,41,.415,23,30,.767,128
552,CHI,2024-01-10,124,,HOU,W 124-119 (OT),265,42,95,.442,23,48,.479,19,47,.404,21,25,.840,124,48,101,.475,37,56,.661,11,45,.244,12,20,.600,119
553,UTA,2024-01-10,124,,DEN,W 124-111,240,46,83,.554,33,50,.660,13,33,.394,19,23,.826,124,37,81,.457,24,48,.500,13,33,.394,24,28,.857,111
554,BRK,2024-01-05,124,,OKC,W 124-115,240,41,91,.451,27,52,.519,14,39,.359,28,33,.848,124,45,84,.536,36,53,.679,9,31,.290,16,24,.667,115
555,TOR,2024-01-01,124,,CLE,W 124-121,240,42,87,.483,31,57,.544,11,30,.367,29,40,.725,124,43,89,.483,31,53,.585,12,36,.333,23,26,.885,121
556,OKC,2023-12-31,124,,BRK,W 124-108,240,45,83,.542,27,50,.540,18,33,.545,16,20,.800,124,38,100,.380,26,54,.481,12,46,.261,20,31,.645,108
557,CHI,2023-12-20,124,,LAL,W 124-108,240,48,88,.545,30,54,.556,18,34,.529,10,11,.909,124,42,94,.447,30,57,.526,12,37,.324,12,15,.800,108
558,CLE,2023-12-20,124,,UTA,W 124-116,240,45,96,.469,22,45,.489,23,51,.451,11,16,.688,124,40,78,.513,27,48,.563,13,30,.433,23,28,.821,116
559,DET,2023-12-18,124,@,ATL,L 124-130,240,48,94,.511,39,72,.542,9,22,.409,19,27,.704,124,46,85,.541,30,49,.612,16,36,.444,22,27,.815,130
560,GSW,2023-12-16,124,,BRK,W 124-120,240,44,91,.484,27,59,.458,17,32,.531,19,20,.950,124,45,93,.484,28,50,.560,17,43,.395,13,15,.867,120
561,PHI,2023-12-15,124,,DET,W 124-92,240,41,98,.418,27,61,.443,14,37,.378,28,31,.903,124,35,81,.432,31,60,.517,4,21,.190,18,23,.783,92
562,CHI,2023-12-14,124,@,MIA,W 124-116,240,45,93,.484,31,57,.544,14,36,.389,20,30,.667,124,37,80,.463,22,46,.478,15,34,.441,27,35,.771,116
563,DEN,2023-12-14,124,,BRK,W 124-101,240,47,99,.475,35,63,.556,12,36,.333,18,21,.857,124,39,95,.411,31,65,.477,8,30,.267,15,20,.750,101
564,BRK,2023-12-08,124,,WAS,W 124-97,240,50,104,.481,40,71,.563,10,33,.303,14,18,.778,124,38,91,.418,32,58,.552,6,33,.182,15,21,.714,97
565,CHI,2023-12-02,124,,NOP,W 124-118,240,48,88,.545,31,48,.646,17,40,.425,11,15,.733,124,41,82,.500,33,57,.579,8,25,.320,28,35,.800,118
566,HOU,2023-11-29,124,@,DEN,L 124-134,240,47,86,.547,31,45,.689,16,41,.390,14,19,.737,124,48,95,.505,29,52,.558,19,43,.442,19,26,.731,134
567,NOP,2023-11-29,124,,PHI,W 124-114,240,42,78,.538,32,48,.667,10,30,.333,30,34,.882,124,42,81,.519,28,47,.596,14,34,.412,16,18,.889,114
568,BOS,2023-11-28,124,,CHI,W 124-97,240,47,90,.522,26,41,.634,21,49,.429,9,12,.750,124,39,90,.433,30,62,.484,9,28,.321,10,18,.556,97
569,SAC,2023-11-28,124,,GSW,W 124-123,240,41,91,.451,26,47,.553,15,44,.341,27,42,.643,124,40,83,.482,23,42,.548,17,41,.415,26,30,.867,123
570,MIA,2023-11-28,124,,MIL,L 124-131,240,48,94,.511,34,64,.531,14,30,.467,14,21,.667,124,47,88,.534,34,53,.642,13,35,.371,24,27,.889,131
571,SAC,2023-11-24,124,@,MIN,W 124-111,240,49,100,.490,32,65,.492,17,35,.486,9,11,.818,124,36,82,.439,24,49,.490,12,33,.364,27,29,.931,111
572,ORL,2023-11-22,124,,DEN,W 124-119,240,44,81,.543,34,52,.654,10,29,.345,26,30,.867,124,44,93,.473,29,58,.500,15,35,.429,16,21,.762,119
573,LAC,2023-11-20,124,@,SAS,W 124-99,240,45,95,.474,33,59,.559,12,36,.333,22,25,.880,124,39,90,.433,29,52,.558,10,38,.263,11,14,.786,99
574,BRK,2023-11-14,124,,ORL,W 124-104,240,46,85,.541,27,46,.587,19,39,.487,13,20,.650,124,36,82,.439,20,36,.556,16,46,.348,16,21,.762,104
575,NOP,2023-11-12,124,,DAL,L 124-136,240,47,92,.511,30,56,.536,17,36,.472,13,22,.591,124,50,102,.490,30,49,.612,20,53,.377,16,21,.762,136
576,CHO,2023-11-10,124,@,WAS,W 124-117,240,50,110,.455,44,82,.537,6,28,.214,18,28,.643,124,43,88,.489,29,50,.580,14,38,.368,17,20,.850,117
577,MIL,2023-11-09,124,@,IND,L 124-126,240,46,87,.529,37,60,.617,9,27,.333,23,26,.885,124,44,92,.478,24,44,.545,20,48,.417,18,20,.900,126
578,DAL,2023-11-05,124,,CHO,W 124-118,240,43,91,.473,29,49,.592,14,42,.333,24,32,.750,124,49,99,.495,41,69,.594,8,30,.267,12,21,.571,118
579,BOS,2023-11-04,124,@,BRK,W 124-114,240,43,90,.478,28,45,.622,15,45,.333,23,27,.852,124,43,100,.430,26,48,.542,17,52,.327,11,17,.647,114
580,IND,2023-11-04,124,,CHO,L 124-125,240,45,93,.484,23,48,.479,22,45,.489,12,16,.750,124,47,88,.534,39,68,.574,8,20,.400,23,23,1.000,125
581,OKC,2023-10-30,124,,DET,W 124-112,240,44,83,.530,31,54,.574,13,29,.448,23,28,.821,124,39,91,.429,24,63,.381,15,28,.536,19,24,.792,112
582,OKC,2023-10-25,124,@,CHI,W 124-104,240,45,82,.549,26,43,.605,19,39,.487,15,18,.833,124,39,94,.415,27,52,.519,12,42,.286,14,18,.778,104
583,GSW,2024-04-14,123,,UTA,W 123-116,240,45,94,.479,31,51,.608,14,43,.326,19,23,.826,123,46,89,.517,32,55,.582,14,34,.412,10,16,.625,116
584,SAS,2024-04-14,123,,DET,W 123-95,240,49,91,.538,34,57,.596,15,34,.441,10,14,.714,123,36,92,.391,28,59,.475,8,33,.242,15,20,.750,95
585,LAL,2024-04-12,123,@,MEM,W 123-120,240,42,81,.519,29,44,.659,13,37,.351,26,34,.765,123,43,95,.453,26,56,.464,17,39,.436,17,21,.810,120
586,SAC,2024-04-11,123,,NOP,L 123-135,240,46,84,.548,30,46,.652,16,38,.421,15,20,.750,123,49,86,.570,27,46,.587,22,40,.550,15,18,.833,135
587,TOR,2024-04-09,123,,IND,L 123-140,240,47,94,.500,42,73,.575,5,21,.238,24,33,.727,123,54,99,.545,38,54,.704,16,45,.356,16,23,.696,140
588,ATL,2024-03-28,123,,BOS,W 123-122 (OT),265,51,104,.490,36,60,.600,15,44,.341,6,10,.600,123,45,94,.479,31,58,.534,14,36,.389,18,21,.857,122
589,OKC,2024-03-22,123,@,TOR,W 123-103,240,48,95,.505,36,63,.571,12,32,.375,15,19,.789,123,40,76,.526,29,46,.630,11,30,.367,12,17,.706,103
590,IND,2024-03-22,123,@,GSW,W 123-111,240,48,99,.485,33,63,.524,15,36,.417,12,16,.750,123,43,106,.406,29,58,.500,14,48,.292,11,16,.688,111
591,SAC,2024-03-20,123,@,TOR,W 123-89,240,48,93,.516,36,53,.679,12,40,.300,15,18,.833,123,33,80,.413,23,49,.469,10,31,.323,13,18,.722,89
592,BOS,2024-03-12,123,@,UTA,W 123-107,240,43,92,.467,23,43,.535,20,49,.408,17,19,.895,123,41,86,.477,26,54,.481,15,32,.469,10,11,.909,107
593,HOU,2024-03-08,123,@,POR,W 123-107,240,45,94,.479,31,57,.544,14,37,.378,19,26,.731,123,37,89,.416,21,54,.389,16,35,.457,17,25,.680,107
594,LAL,2024-03-08,123,,MIL,W 123-122,240,47,90,.522,31,56,.554,16,34,.471,13,19,.684,123,46,93,.495,30,52,.577,16,41,.390,14,17,.824,122
595,IND,2024-02-28,123,,NOP,W 123-114,240,50,102,.490,36,64,.563,14,38,.368,9,9,1.000,123,42,90,.467,31,61,.508,11,29,.379,19,23,.826,114
596,CLE,2024-02-28,123,@,CHI,L 123-132 (2OT),290,45,104,.433,23,50,.460,22,54,.407,11,19,.579,123,44,110,.400,31,73,.425,13,37,.351,31,38,.816,132
597,GSW,2024-02-27,123,@,WAS,W 123-112,240,47,94,.500,26,48,.542,21,46,.457,8,11,.727,123,46,93,.495,34,58,.586,12,35,.343,8,10,.800,112
598,MIL,2024-02-27,123,,CHO,W 123-85,240,46,89,.517,30,49,.612,16,40,.400,15,18,.833,123,30,81,.370,19,41,.463,11,40,.275,14,17,.824,85
599,OKC,2024-02-25,123,@,HOU,W 123-110,240,46,97,.474,29,62,.468,17,35,.486,14,15,.933,123,38,93,.409,22,52,.423,16,41,.390,18,23,.783,110
600,PHO,2024-02-25,123,,LAL,W 123-113,240,44,93,.473,27,53,.509,17,40,.425,18,19,.947,123,47,90,.522,32,55,.582,15,35,.429,4,8,.500,113
601,SAC,2024-02-25,123,@,LAC,W 123-107,240,45,91,.495,30,54,.556,15,37,.405,18,22,.818,123,40,82,.488,32,55,.582,8,27,.296,19,20,.950,107
602,LAL,2024-02-23,123,,SAS,W 123-118,240,49,95,.516,38,68,.559,11,27,.407,14,18,.778,123,42,96,.438,27,58,.466,15,38,.395,19,23,.826,118
603,TOR,2024-02-23,123,@,ATL,W 123-121,240,50,102,.490,35,63,.556,15,39,.385,8,8,1.000,123,46,106,.434,34,67,.507,12,39,.308,17,24,.708,121
604,DAL,2024-02-22,123,,PHO,W 123-113,240,43,90,.478,24,46,.522,19,44,.432,18,21,.857,123,40,83,.482,25,47,.532,15,36,.417,18,24,.750,113
605,MIA,2024-02-13,123,@,MIL,W 123-97,240,45,87,.517,26,47,.553,19,40,.475,14,18,.778,123,37,83,.446,24,44,.545,13,39,.333,10,11,.909,97
606,PHI,2024-02-12,123,@,CLE,W 123-121,240,48,88,.545,37,62,.597,11,26,.423,16,19,.842,123,44,92,.478,31,55,.564,13,37,.351,20,25,.800,121
607,BRK,2024-02-10,123,,SAS,W 123-103,240,49,87,.563,32,53,.604,17,34,.500,8,11,.727,123,36,91,.396,25,57,.439,11,34,.324,20,21,.952,103
608,TOR,2024-02-07,123,@,CHO,W 123-117,240,43,81,.531,26,48,.542,17,33,.515,20,24,.833,123,44,90,.489,28,51,.549,16,39,.410,13,20,.650,117
609,NYK,2024-02-06,123,,MEM,W 123-113,240,48,86,.558,37,59,.627,11,27,.407,16,20,.800,123,41,80,.513,20,43,.465,21,37,.568,10,16,.625,113
610,MIN,2024-02-06,123,@,CHI,L 123-129 (OT),265,42,92,.457,22,47,.468,20,45,.444,19,26,.731,123,45,93,.484,33,63,.524,12,30,.400,27,32,.844,129
611,UTA,2024-02-04,123,,MIL,W 123-108,240,43,89,.483,26,45,.578,17,44,.386,20,24,.833,123,39,84,.464,24,43,.558,15,41,.366,15,25,.600,108
612,SAC,2024-02-03,123,@,CHI,W 123-115,240,42,84,.500,27,45,.600,15,39,.385,24,29,.828,123,42,91,.462,31,57,.544,11,34,.324,20,22,.909,115
613,UTA,2024-01-25,123,@,WAS,W 123-108,240,50,97,.515,37,66,.561,13,31,.419,10,12,.833,123,43,88,.489,36,58,.621,7,30,.233,15,20,.750,108
614,SAS,2024-01-22,123,@,PHI,L 123-133,240,43,93,.462,30,52,.577,13,41,.317,24,27,.889,123,48,97,.495,43,77,.558,5,20,.250,32,40,.800,133
615,PHO,2024-01-19,123,@,NOP,W 123-109,240,46,93,.495,31,52,.596,15,41,.366,16,21,.762,123,41,93,.441,31,51,.608,10,42,.238,17,23,.739,109
616,SAC,2024-01-10,123,@,CHO,W 123-98,240,46,89,.517,33,54,.611,13,35,.371,18,23,.783,123,35,87,.402,19,49,.388,16,38,.421,12,16,.750,98
617,BOS,2024-01-02,123,@,OKC,L 123-127,240,42,92,.457,27,52,.519,15,40,.375,24,29,.828,123,48,91,.527,30,51,.588,18,40,.450,13,17,.765,127
618,SAC,2023-12-31,123,@,MEM,W 123-92,240,47,92,.511,31,59,.525,16,33,.485,13,17,.765,123,30,82,.366,18,42,.429,12,40,.300,20,28,.714,92
619,IND,2023-12-26,123,@,HOU,W 123-117,240,43,82,.524,24,39,.615,19,43,.442,18,21,.857,123,47,97,.485,42,73,.575,5,24,.208,18,22,.818,117
620,NOP,2023-12-21,123,@,CLE,W 123-104,240,47,86,.547,32,51,.627,15,35,.429,14,16,.875,123,41,87,.471,24,43,.558,17,44,.386,5,8,.625,104
621,IND,2023-12-15,123,@,WAS,L 123-137,240,48,107,.449,33,67,.493,15,40,.375,12,16,.750,123,52,92,.565,39,65,.600,13,27,.481,20,26,.769,137
622,OKC,2023-12-14,123,@,SAC,L 123-128,240,44,102,.431,33,66,.500,11,36,.306,24,27,.889,123,47,95,.495,29,50,.580,18,45,.400,16,21,.762,128
623,DET,2023-12-11,123,,IND,L 123-131,240,45,81,.556,35,52,.673,10,29,.345,23,30,.767,123,52,92,.565,39,61,.639,13,31,.419,14,19,.737,131
624,NYK,2023-12-08,123,@,BOS,L 123-133,240,44,88,.500,29,51,.569,15,37,.405,20,27,.741,123,48,91,.527,29,44,.659,19,47,.404,18,21,.857,133
625,ORL,2023-12-08,123,,DET,W 123-91,240,49,89,.551,39,63,.619,10,26,.385,15,19,.789,123,34,81,.420,28,51,.549,6,30,.200,17,24,.708,91
626,SAC,2023-12-02,123,,DEN,W 123-117,240,48,99,.485,32,65,.492,16,34,.471,11,15,.733,123,49,99,.495,43,74,.581,6,25,.240,13,20,.650,117
